Country,Year,Exchange_Rate,Population,Currency,GNI_pc,Agriculture_Hunting_Forestry_Fishing,Inventory_Changes,Construction,Exports,Consumption,Gov_Consumption,GCF,GFCF,HH_Consumption,Imports,Manufacturing,Other_Activities,Total_Value_Added,Transport_Storage_Communication,Wholesale_RetailTrade_Restaurants_Hotels,GNI,GDP,Continent,Mining_Utilities,GDP_pc,GDP_growth,SNE,IAC,TCC,Exp/GDP,IDH,Unemployment
Finland,2018,0.846772667,5515461,Euro,50189,6580278529.0,3203929585.0,17684793784.0,106000000000.0,210000000000.0,63140913821.0,69665687488.0,66461757903.0,146000000000.0,110000000000.0,40237482058.0,114000000000.0,238000000000.0,25042140380.0,25624350954.0,277000000000.0,276000000000.0,Europe,8237157706.0,50041.14796569135,7.8125,-4000000000.0,78.26086956521739,96.36363636363636,38.405797101449274,,7.36
Finland,2019,0.893276257,5521537,Euro,48877,6308238863.0,634742047.0,17207442690.0,107000000000.0,203000000000.0,62264052761.0,64693312447.0,64058570400.0,141000000000.0,107000000000.0,38699114329.0,112000000000.0,232000000000.0,24897113098.0,24851214643.0,270000000000.0,269000000000.0,Europe,8210226055.0,48718.31883042711,-2.536231884057971,0.0,79.5539033457249,100.0,39.77695167286245,0.939,6.69
Finland,2020,0.875506397,5529468,Euro,49991,6676136257.0,1153618070.0,18139216406.0,97673758061.0,205000000000.0,65908142075.0,66626583427.0,65472965357.0,139000000000.0,97093522437.0,38746718604.0,115000000000.0,235000000000.0,23651454828.0,24634885678.0,276000000000.0,272000000000.0,Europe,8432833872.0,49190.98907887703,1.1152416356877248,580235624.0,71.60561783014707,100.59760487562545,35.90946987536764,0.938,7.76
Finland,2021,0.845494139,5535992,Euro,54714,6825594329.0,850390283.0,19918529562.0,117000000000.0,224000000000.0,72564666244.0,71243545318.0,70393155035.0,152000000000.0,117000000000.0,43637203740.0,125000000000.0,258000000000.0,25802662605.0,26786702543.0,303000000000.0,297000000000.0,Europe,9597937617.0,53648.921457978984,9.191176470588225,0.0,78.78787878787878,100.0,39.39393939393939,0.941,7.61
France,1970,0.846730808,51724116,Euro,2882,9888620945.0,3736724790.0,10435429914.0,23724186975.0,106000000000.0,25233521450.0,41851553854.0,38114829064.0,80559251389.0,22917555169.0,29377695689.0,49666316160.0,132000000000.0,10499204610.0,18672994835.0,149000000000.0,148000000000.0,Europe,2993867681.0,2861.3345465391812,,806631806.0,31.514690637837838,103.51971141795748,16.02985606418919,,
France,1971,0.844659231,52185222,Euro,3196,10121241421.0,2488577549.0,12114944843.0,27355410490.0,119000000000.0,28813986865.0,45460936874.0,42972359325.0,90115631449.0,25771339719.0,33241808004.0,56249903194.0,147000000000.0,11675714457.0,20645012037.0,167000000000.0,166000000000.0,Europe,3254566928.0,3180.9771739593252,12.162162162162172,1584070771.0,32.00406639096386,106.14663726555177,16.47916294578313,,
France,1972,0.769035854,52637888,Euro,3881,13858911710.0,3347048109.0,14862766077.0,33825471037.0,146000000000.0,35413173345.0,56269158044.0,52922109935.0,110000000000.0,32246871036.0,39401283893.0,69254248336.0,180000000000.0,14059162452.0,24902610073.0,204000000000.0,203000000000.0,Europe,4058328340.0,3856.5377091117334,22.289156626506035,1578600001.0,32.54795176009852,104.89535868220415,16.662793614285714,,
France,1973,0.678821885,53053660,Euro,4999,18006196125.0,5207551608.0,19080115537.0,46339107036.0,188000000000.0,46539454142.0,74633716294.0,69426164687.0,142000000000.0,44637629778.0,52219883844.0,90985575657.0,236000000000.0,18543892401.0,32105623688.0,265000000000.0,264000000000.0,Europe,5245853261.0,4976.094015002924,30.04926108374384,1701477258.0,34.460885156818186,103.81175538768994,17.55269205909091,,
France,1974,0.733221609,53415250,Euro,5356,15547823267.0,6467348942.0,18968344386.0,58908520210.0,206000000000.0,51475569613.0,83141303001.0,76673954059.0,154000000000.0,62035814837.0,56993683029.0,102000000000.0,255000000000.0,20277634767.0,35862281826.0,286000000000.0,286000000000.0,Europe,5474470403.0,5354.276166450592,8.333333333333325,-3127294627.0,42.28822903741259,94.95888844981401,20.59738468881119,,
France,1975,0.653670822,53715733,Euro,6735,17476686448.0,-1935224821.0,25263480392.0,67959282393.0,268000000000.0,70644119991.0,89828087782.0,91763312603.0,197000000000.0,64442221631.0,69784360031.0,133000000000.0,323000000000.0,25701009482.0,44701398634.0,362000000000.0,361000000000.0,Europe,7402808623.0,6720.563600984464,26.22377622377623,3517060762.0,36.67631690415513,105.45769632546018,18.825285981440445,,
France,1976,0.732194086,53966558,Euro,6919,17091096791.0,5448009038.0,24539941437.0,71989109145.0,277000000000.0,74009065366.0,98513497092.0,93065488055.0,203000000000.0,75449940156.0,71547969281.0,139000000000.0,332000000000.0,27007866313.0,44997631929.0,373000000000.0,372000000000.0,Europe,7690583828.0,6893.157795981726,3.0470914127423754,-3460831011.0,39.634153037903225,95.41307653280519,19.35191106048387,,
France,1977,0.747788852,54221988,Euro,7584,17829899386.0,6081930729.0,26587719162.0,83015412440.0,306000000000.0,82723886297.0,105000000000.0,98886202653.0,223000000000.0,83708121349.0,78599727465.0,156000000000.0,369000000000.0,30138186639.0,51395524120.0,411000000000.0,410000000000.0,Europe,8914281055.0,7561.508073071758,10.215053763440851,-692708909.0,40.66427653390244,99.17247108424291,20.247661570731708,,
France,1978,0.68801766,54486195,Euro,9329,21131725032.0,3321135683.0,32715730020.0,103000000000.0,378000000000.0,104000000000.0,123000000000.0,120000000000.0,274000000000.0,97263491812.0,97980043187.0,191000000000.0,452000000000.0,36674930720.0,61717892569.0,508000000000.0,507000000000.0,Europe,11019956813.0,9305.109303374918,23.65853658536585,5736508188.0,39.4997025270217,105.8979048367789,20.315581854043394,,
France,1979,0.64858164,54753575,Euro,11263,25378455068.0,7801639286.0,39173171805.0,127000000000.0,459000000000.0,126000000000.0,153000000000.0,145000000000.0,333000000000.0,125000000000.0,116000000000.0,231000000000.0,545000000000.0,45274177072.0,73730116728.0,617000000000.0,614000000000.0,Europe,14000000000.0,11213.87964164897,21.10453648915187,2000000000.0,41.042345276872965,101.6,20.684039087947884,,
France,1980,0.644184756,55052582,Euro,12833,25298642744.0,9256661145.0,46238287585.0,147000000000.0,532000000000.0,148000000000.0,181000000000.0,171000000000.0,384000000000.0,158000000000.0,130000000000.0,269000000000.0,626000000000.0,52235014401.0,84405909181.0,706000000000.0,701000000000.0,Europe,19000000000.0,12733.281065727308,14.169381107491862,-11000000000.0,43.509272467902996,93.0379746835443,20.970042796005707,,
France,1981,0.828500699,55371044,Euro,11187,21739269519.0,-2462279153.0,38025314914.0,135000000000.0,480000000000.0,134000000000.0,145000000000.0,147000000000.0,346000000000.0,144000000000.0,111000000000.0,242000000000.0,550000000000.0,45351802393.0,74522568354.0,619000000000.0,616000000000.0,Europe,18000000000.0,11124.94826718456,-12.125534950071327,-9000000000.0,45.2922077922078,93.75,21.915584415584416,,
France,1982,1.001910186,55694106,Euro,10527,23702723389.0,3232824703.0,35779654204.0,125000000000.0,460000000000.0,130000000000.0,139000000000.0,136000000000.0,330000000000.0,140000000000.0,102000000000.0,230000000000.0,522000000000.0,42512792657.0,70433458989.0,586000000000.0,585000000000.0,Europe,17000000000.0,10503.804477981925,-5.032467532467533,-15000000000.0,45.2991452991453,89.28571428571429,21.367521367521366,,
France,1983,1.161858425,55992656,Euro,9958,20130679871.0,-1065534297.0,32484164338.0,126000000000.0,440000000000.0,125000000000.0,122000000000.0,123000000000.0,314000000000.0,127000000000.0,97908658748.0,224000000000.0,499000000000.0,40379274281.0,68418835137.0,558000000000.0,560000000000.0,Europe,16091341252.0,10001.311600578476,-4.273504273504269,-1000000000.0,45.17857142857143,99.21259842519686,22.5,,
France,1984,1.332267206,56275701,Euro,9370,17826003586.0,-346026681.0,29043723220.0,126000000000.0,417000000000.0,120000000000.0,113000000000.0,113000000000.0,298000000000.0,126000000000.0,91616756313.0,214000000000.0,473000000000.0,39366727444.0,65339745343.0,527000000000.0,531000000000.0,Europe,16383243687.0,9435.688770895986,-5.178571428571432,0.0,47.45762711864407,100.0,23.728813559322035,,
France,1985,1.369788721,56569195,Euro,9765,18461971262.0,-68623722.0,29030754447.0,129000000000.0,438000000000.0,125000000000.0,117000000000.0,117000000000.0,313000000000.0,131000000000.0,95785574812.0,224000000000.0,492000000000.0,42193368305.0,66251093046.0,552000000000.0,553000000000.0,Europe,17214425188.0,9775.638490171197,4.143126177024481,-2000000000.0,47.01627486437613,98.47328244274809,23.32730560578662,,
France,1986,1.055875868,56865193,Euro,13625,24954637947.0,4094231274.0,43364946006.0,157000000000.0,605000000000.0,172000000000.0,168000000000.0,164000000000.0,432000000000.0,158000000000.0,131000000000.0,314000000000.0,689000000000.0,60819649311.0,92027863271.0,775000000000.0,771000000000.0,Europe,22000000000.0,13558.38183825385,39.421338155515365,-1000000000.0,40.856031128404666,99.36708860759494,20.363164721141374,,
France,1987,0.916326578,57168409,Euro,16470,28847793598.0,3807594457.0,53683917027.0,183000000000.0,736000000000.0,207000000000.0,208000000000.0,204000000000.0,530000000000.0,193000000000.0,154000000000.0,383000000000.0,833000000000.0,74564027299.0,113000000000.0,942000000000.0,934000000000.0,Europe,26000000000.0,16337.69447738173,21.141374837872885,-10000000000.0,40.25695931477516,94.81865284974094,19.593147751605997,,
France,1988,0.908129903,57472651,Euro,17844,29029987800.0,7370090974.0,60094926761.0,207000000000.0,788000000000.0,221000000000.0,238000000000.0,230000000000.0,567000000000.0,214000000000.0,167000000000.0,420000000000.0,908000000000.0,81446497654.0,123000000000.0,1030000000000.0,1020000000000.0,Europe,27000000000.0,17747.571797236218,9.207708779443259,-7000000000.0,41.27450980392157,96.72897196261682,20.294117647058822,,
France,1989,0.972646327,57766282,Euro,17815,32036310772.0,11312436695.0,57224294648.0,222000000000.0,783000000000.0,217000000000.0,249000000000.0,237000000000.0,567000000000.0,229000000000.0,166000000000.0,425000000000.0,916000000000.0,82749502849.0,126000000000.0,1030000000000.0,1030000000000.0,Europe,27000000000.0,17830.47072338843,0.9803921568627416,-7000000000.0,43.786407766990294,96.94323144104804,21.553398058252426,,
France,1990,0.830126822,58044701,Euro,21941,39810784462.0,13034152986.0,70754249133.0,266000000000.0,969000000000.0,269000000000.0,310000000000.0,297000000000.0,701000000000.0,276000000000.0,206000000000.0,525000000000.0,1140000000000.0,102000000000.0,160000000000.0,1270000000000.0,1270000000000.0,Europe,34000000000.0,21879.688897010597,23.300970873786397,-10000000000.0,42.67716535433071,96.37681159420289,20.94488188976378,,
France,1991,0.860135141,58312661,Euro,21823,33181995062.0,5378224630.0,70324995595.0,271000000000.0,974000000000.0,275000000000.0,300000000000.0,294000000000.0,699000000000.0,275000000000.0,202000000000.0,532000000000.0,1140000000000.0,104000000000.0,161000000000.0,1270000000000.0,1270000000000.0,Europe,36000000000.0,21779.146727672058,0.0,-4000000000.0,42.99212598425196,98.54545454545455,21.338582677165356,,9.13
France,1992,0.807037021,58567693,Euro,24021,36335383915.0,-1693850423.0,77415283756.0,299000000000.0,1080000000000.0,312000000000.0,308000000000.0,309000000000.0,772000000000.0,290000000000.0,219000000000.0,599000000000.0,1260000000000.0,116000000000.0,175000000000.0,1410000000000.0,1400000000000.0,Europe,40000000000.0,23903.96357254502,10.236220472440948,9000000000.0,42.07142857142857,103.10344827586206,21.357142857142858,,10.2
France,1993,0.863353848,58793642,Euro,22609,30369934719.0,-15384190425.0,67893367410.0,275000000000.0,1040000000000.0,310000000000.0,259000000000.0,274000000000.0,732000000000.0,253000000000.0,199000000000.0,584000000000.0,1190000000000.0,109000000000.0,165000000000.0,1330000000000.0,1320000000000.0,Europe,38000000000.0,22451.40724570184,-5.714285714285716,22000000000.0,40.0,108.69565217391303,20.833333333333336,,11.32
France,1994,0.846403804,59006019,Euro,23701,33465114251.0,-1481562340.0,67016475751.0,302000000000.0,1090000000000.0,323000000000.0,283000000000.0,285000000000.0,767000000000.0,281000000000.0,205000000000.0,618000000000.0,1250000000000.0,115000000000.0,172000000000.0,1400000000000.0,1390000000000.0,Europe,38000000000.0,23556.918828907947,5.303030303030298,21000000000.0,41.94244604316547,107.47330960854093,21.72661870503597,,12.59
France,1995,0.760946602,59232333,Euro,27120,39140722797.0,7028088421.0,75523039163.0,362000000000.0,1250000000000.0,371000000000.0,328000000000.0,321000000000.0,876000000000.0,337000000000.0,238000000000.0,708000000000.0,1430000000000.0,130000000000.0,200000000000.0,1610000000000.0,1600000000000.0,Europe,44000000000.0,27012.273853876395,15.107913669064743,25000000000.0,43.6875,107.41839762611276,22.625,,11.83
France,1996,0.779856378,59471115,Euro,27231,38607108767.0,-3818651850.0,71263121753.0,370000000000.0,1260000000000.0,377000000000.0,315000000000.0,319000000000.0,885000000000.0,342000000000.0,232000000000.0,721000000000.0,1430000000000.0,130000000000.0,195000000000.0,1620000000000.0,1610000000000.0,Europe,45000000000.0,27071.96594514833,0.6250000000000089,28000000000.0,44.22360248447205,108.18713450292398,22.981366459627328,,12.37
France,1997,0.889797909,59723345,Euro,24623,34059419235.0,-978873957.0,62268071739.0,371000000000.0,1130000000000.0,340000000000.0,283000000000.0,284000000000.0,787000000000.0,327000000000.0,213000000000.0,652000000000.0,1300000000000.0,122000000000.0,176000000000.0,1470000000000.0,1450000000000.0,Europe,38000000000.0,24278.613329511267,-9.937888198757761,44000000000.0,48.137931034482754,113.45565749235473,25.586206896551722,,12.57
France,1998,0.899375366,59998221,Euro,25380,35511312877.0,11715909067.0,62465575722.0,393000000000.0,1150000000000.0,340000000000.0,311000000000.0,299000000000.0,811000000000.0,351000000000.0,220000000000.0,672000000000.0,1340000000000.0,129000000000.0,184000000000.0,1520000000000.0,1500000000000.0,Europe,40000000000.0,25000.741271978713,3.4482758620689724,42000000000.0,49.6,111.96581196581197,26.200000000000003,,12.07
France,1999,0.938627276,60297219,Euro,25248,33378531401.0,8278046249.0,63237028721.0,389000000000.0,1140000000000.0,338000000000.0,319000000000.0,311000000000.0,800000000000.0,354000000000.0,216000000000.0,672000000000.0,1330000000000.0,130000000000.0,181000000000.0,1520000000000.0,1490000000000.0,Europe,37000000000.0,24710.924064342005,-0.666666666666671,35000000000.0,49.86577181208054,109.88700564971752,26.107382550335572,,11.98
France,2000,1.085400833,60631053,Euro,22823,28584831564.0,13264224200.0,59332919252.0,390000000000.0,1040000000000.0,304000000000.0,306000000000.0,293000000000.0,734000000000.0,371000000000.0,197000000000.0,620000000000.0,1220000000000.0,117000000000.0,166000000000.0,1380000000000.0,1360000000000.0,Europe,34000000000.0,22430.750130630255,-8.7248322147651,19000000000.0,55.955882352941174,105.12129380053908,28.676470588235293,,10.22
France,2001,1.11751,60997885,Euro,22972,29001977611.0,8967257564.0,61477749640.0,389000000000.0,1050000000000.0,305000000000.0,305000000000.0,296000000000.0,745000000000.0,367000000000.0,193000000000.0,628000000000.0,1240000000000.0,121000000000.0,172000000000.0,1400000000000.0,1380000000000.0,Europe,34000000000.0,22623.73523278717,1.4705882352941124,22000000000.0,54.78260869565217,105.99455040871935,28.188405797101453,,8.61
France,2002,1.062551667,61372011,Euro,24603,30049362306.0,5412442689.0,67385899666.0,411000000000.0,1150000000000.0,340000000000.0,319000000000.0,313000000000.0,807000000000.0,382000000000.0,203000000000.0,685000000000.0,1350000000000.0,135000000000.0,187000000000.0,1510000000000.0,1490000000000.0,Europe,38000000000.0,24278.16810500148,7.971014492753614,29000000000.0,53.22147651006711,107.59162303664922,27.583892617449663,,8.7
France,2003,0.886034167,61740850,Euro,30204,34050605648.0,2784317008.0,84763096984.0,481000000000.0,1420000000000.0,426000000000.0,390000000000.0,387000000000.0,998000000000.0,454000000000.0,241000000000.0,852000000000.0,1660000000000.0,165000000000.0,236000000000.0,1860000000000.0,1840000000000.0,Europe,46000000000.0,29801.98685311265,23.48993288590604,27000000000.0,50.815217391304344,105.94713656387664,26.14130434782609,,8.31
France,2004,0.805365,62129161,Euro,34527,38565122646.0,11108006929.0,100000000000.0,560000000000.0,1630000000000.0,488000000000.0,463000000000.0,452000000000.0,1140000000000.0,539000000000.0,268000000000.0,988000000000.0,1900000000000.0,190000000000.0,264000000000.0,2150000000000.0,2120000000000.0,Europe,54000000000.0,34122.46304114746,15.217391304347828,21000000000.0,51.83962264150943,103.89610389610388,26.41509433962264,,8.91
France,2005,0.80412,62535739,Euro,35718,36896234393.0,14388399741.0,107000000000.0,594000000000.0,1700000000000.0,507000000000.0,493000000000.0,479000000000.0,1190000000000.0,592000000000.0,269000000000.0,1040000000000.0,1970000000000.0,194000000000.0,269000000000.0,2230000000000.0,2200000000000.0,Europe,54000000000.0,35179.883298412766,3.7735849056603765,2000000000.0,53.90909090909091,100.33783783783782,27.0,,8.88
France,2006,0.797140833,62959772,Euro,37561,35205824149.0,18246462095.0,119000000000.0,648000000000.0,1790000000000.0,528000000000.0,539000000000.0,521000000000.0,1260000000000.0,653000000000.0,272000000000.0,1110000000000.0,2080000000000.0,204000000000.0,277000000000.0,2360000000000.0,2320000000000.0,Europe,56000000000.0,36848.92632711567,5.454545454545445,-5000000000.0,56.077586206896555,99.23430321592649,27.93103448275862,,8.83
France,2007,0.7306375,63396319,Euro,42745,42858462644.0,26096388428.0,144000000000.0,740000000000.0,2030000000000.0,596000000000.0,642000000000.0,616000000000.0,1440000000000.0,759000000000.0,309000000000.0,1280000000000.0,2380000000000.0,234000000000.0,315000000000.0,2710000000000.0,2660000000000.0,Europe,56000000000.0,41958.272056773516,14.655172413793105,-19000000000.0,56.35338345864662,97.49670619235836,27.819548872180448,,8.01
France,2008,0.682674711,63812060,Euro,46732,44221646859.0,15579894531.0,166000000000.0,821000000000.0,2250000000000.0,658000000000.0,704000000000.0,689000000000.0,1590000000000.0,854000000000.0,324000000000.0,1420000000000.0,2630000000000.0,258000000000.0,355000000000.0,2980000000000.0,2920000000000.0,Europe,59000000000.0,45759.37526542788,9.774436090225569,-33000000000.0,57.36301369863014,96.13583138173301,28.116438356164387,,7.39
France,2009,0.71984336,64203160,Euro,42863,35593854763.0,-19754297663.0,151000000000.0,668000000000.0,2140000000000.0,648000000000.0,574000000000.0,594000000000.0,1490000000000.0,689000000000.0,285000000000.0,1340000000000.0,2430000000000.0,238000000000.0,328000000000.0,2750000000000.0,2690000000000.0,Europe,56000000000.0,41898.249245052735,-7.8767123287671215,-21000000000.0,50.446096654275095,96.9521044992743,24.83271375464684,,9.12
France,2010,0.755044952,64570189,Euro,41874,42388204723.0,-4205047649.0,143000000000.0,708000000000.0,2100000000000.0,634000000000.0,580000000000.0,584000000000.0,1460000000000.0,742000000000.0,273000000000.0,1320000000000.0,2380000000000.0,232000000000.0,314000000000.0,2700000000000.0,2640000000000.0,Europe,55000000000.0,40885.74063179527,-1.8587360594795488,-34000000000.0,54.92424242424242,95.4177897574124,26.81818181818182,,9.28
France,2011,0.719355254,64915676,Euro,45251,47221452585.0,22806533931.0,155000000000.0,813000000000.0,2250000000000.0,679000000000.0,664000000000.0,642000000000.0,1570000000000.0,869000000000.0,297000000000.0,1420000000000.0,2570000000000.0,245000000000.0,339000000000.0,2940000000000.0,2860000000000.0,Europe,62000000000.0,44057.15500829106,8.333333333333325,-56000000000.0,58.811188811188806,93.55581127733026,28.426573426573427,,9.23
France,2012,0.778293601,65226346,Euro,42046,43794526819.0,4522714813.0,141000000000.0,784000000000.0,2110000000000.0,643000000000.0,607000000000.0,603000000000.0,1470000000000.0,819000000000.0,278000000000.0,1340000000000.0,2410000000000.0,229000000000.0,318000000000.0,2740000000000.0,2680000000000.0,Europe,61000000000.0,41087.69177411839,-6.2937062937062915,-35000000000.0,59.81343283582089,95.72649572649573,29.253731343283583,,9.84
France,2013,0.753159182,65505493,Euro,43875,41003284225.0,6896284511.0,149000000000.0,825000000000.0,2210000000000.0,678000000000.0,627000000000.0,620000000000.0,1540000000000.0,855000000000.0,291000000000.0,1410000000000.0,2520000000000.0,236000000000.0,330000000000.0,2870000000000.0,2810000000000.0,Europe,66000000000.0,42897.16589111084,4.850746268656714,-30000000000.0,59.7864768683274,96.49122807017544,29.359430604982208,,9.91
France,2014,0.753730737,65779602,Euro,44299,44389857505.0,25387050133.0,146000000000.0,846000000000.0,2240000000000.0,688000000000.0,648000000000.0,622000000000.0,1550000000000.0,879000000000.0,293000000000.0,1430000000000.0,2560000000000.0,242000000000.0,331000000000.0,2910000000000.0,2850000000000.0,Europe,67000000000.0,43326.50112416308,1.4234875444839812,-33000000000.0,60.526315789473685,96.24573378839591,29.68421052631579,,10.27
France,2015,0.901658962,66021439,Euro,37728,39148948218.0,29576592852.0,120000000000.0,746000000000.0,1900000000000.0,580000000000.0,554000000000.0,524000000000.0,1320000000000.0,760000000000.0,254000000000.0,1220000000000.0,2180000000000.0,209000000000.0,286000000000.0,2490000000000.0,2440000000000.0,Europe,57000000000.0,36957.691879451464,-14.385964912280702,-14000000000.0,61.721311475409834,98.15789473684211,30.573770491803277,,10.35
France,2016,0.904035128,66217242,Euro,38110,35515212858.0,19624237434.0,120000000000.0,748000000000.0,1930000000000.0,586000000000.0,559000000000.0,539000000000.0,1340000000000.0,762000000000.0,254000000000.0,1240000000000.0,2210000000000.0,214000000000.0,290000000000.0,2520000000000.0,2470000000000.0,Europe,57000000000.0,37301.462963377424,1.2295081967213184,-14000000000.0,61.1336032388664,98.16272965879264,30.2834008097166,,10.06
France,2017,0.885205508,66392217,Euro,39972,40027993126.0,24403372774.0,128000000000.0,803000000000.0,2010000000000.0,614000000000.0,608000000000.0,584000000000.0,1400000000000.0,831000000000.0,263000000000.0,1290000000000.0,2310000000000.0,228000000000.0,303000000000.0,2650000000000.0,2600000000000.0,Europe,57000000000.0,39161.21674322157,5.263157894736836,-28000000000.0,62.846153846153854,96.63056558363418,30.884615384615383,,9.41
France,2018,0.846772667,66549699,Euro,42910,46019435338.0,26922219960.0,139000000000.0,885000000000.0,2150000000000.0,650000000000.0,666000000000.0,639000000000.0,1500000000000.0,913000000000.0,278000000000.0,1390000000000.0,2480000000000.0,243000000000.0,325000000000.0,2860000000000.0,2790000000000.0,Europe,63000000000.0,41923.55550699035,7.307692307692304,-28000000000.0,64.44444444444444,96.93318729463309,31.72043010752688,,9.02
France,2019,0.893276257,66695469,Euro,41793,41545938008.0,24211994698.0,139000000000.0,862000000000.0,2090000000000.0,627000000000.0,665000000000.0,641000000000.0,1460000000000.0,888000000000.0,273000000000.0,1350000000000.0,2430000000000.0,241000000000.0,322000000000.0,2790000000000.0,2730000000000.0,Europe,64000000000.0,40932.31580694035,-2.1505376344086002,-26000000000.0,64.1025641025641,97.07207207207207,31.575091575091573,0.905,8.41
France,2020,0.875506397,66800464,Euro,40119,41424026283.0,20794822360.0,124000000000.0,724000000000.0,2060000000000.0,658000000000.0,626000000000.0,605000000000.0,1410000000000.0,776000000000.0,245000000000.0,1350000000000.0,2350000000000.0,236000000000.0,290000000000.0,2680000000000.0,2640000000000.0,Europe,66000000000.0,39520.683568904555,-3.296703296703296,-52000000000.0,56.81818181818182,93.29896907216495,27.424242424242422,0.898,8.01
France,2021,0.845494139,66875883,Euro,45535,48514824779.0,23320090694.0,148000000000.0,871000000000.0,2280000000000.0,717000000000.0,740000000000.0,717000000000.0,1560000000000.0,929000000000.0,263000000000.0,1470000000000.0,2620000000000.0,283000000000.0,328000000000.0,3050000000000.0,2960000000000.0,Europe,81000000000.0,44261.09783103724,12.12121212121211,-58000000000.0,60.810810810810814,93.75672766415501,29.425675675675677,0.906,7.86
French Polynesia,1970,100.9850001,117891,CFP Franc,2229,20681535.0,1690869.0,12617619.0,76861801.0,249313472.0,84663683.0,85516151.0,83825282.0,164649788.0,137390087.0,14678680.0,129947586.0,239919348.0,22392675.0,35293154.0,262818819.0,262818819.0,Oceania,4308099.0,2229.337430338194,,-60528286.0,81.52075593947478,55.944211608221785,29.245166420141324,,
French Polynesia,1971,100.6894512,122108,CFP Franc,2515,17745210.0,1899071.0,15620287.0,82511060.0,286965873.0,97449960.0,96046048.0,94146977.0,189515913.0,150730514.0,14721765.0,157660459.0,280368829.0,27168180.0,42819840.0,307129062.0,307129062.0,Oceania,4633088.0,2515.224735480067,16.85961574920554,-68219454.0,75.94252803077293,54.740780622561935,26.86527268461491,,
French Polynesia,1972,91.64596895,126457,CFP Franc,2671,21502574.0,2017560.0,17787856.0,82092952.0,321079497.0,109034513.0,102038641.0,100021081.0,212044985.0,166596545.0,23323747.0,167185266.0,308293796.0,28809502.0,45406732.0,337719370.0,337719370.0,Oceania,4278117.0,2670.626141692433,9.960082514106073,-84503593.0,73.63791333615244,49.27650330323477,24.308037765201327,,
French Polynesia,1973,81.05022198,130883,CFP Franc,3409,25075585.0,3103068.0,31562000.0,110370791.0,405655601.0,137755481.0,156938493.0,153835425.0,267900120.0,213233761.0,36875462.0,213474778.0,407288566.0,36786149.0,57978746.0,446162848.0,446162848.0,Oceania,5535846.0,3408.8678285186006,32.11052952041218,-102862970.0,72.5305913413929,51.760467236705544,24.73778161824895,,
French Polynesia,1974,87.52854883,135349,CFP Franc,4245,30323444.0,2558623.0,39482846.0,99761669.0,464147346.0,157618534.0,206295380.0,203736756.0,306528812.0,222666002.0,33164060.0,287791046.0,524480980.0,49592389.0,78162695.0,574540873.0,574540873.0,Oceania,5964500.0,4244.884505980835,28.773804357641186,-122904333.0,56.11918771182012,44.80327849960678,17.363720091677447,,
French Polynesia,1975,77.93158872,139833,CFP Franc,5107,37623711.0,12465845.0,55440609.0,183510701.0,576320832.0,195711223.0,301824870.0,289359024.0,380609609.0,292573362.0,42131089.0,352312226.0,651962351.0,60710732.0,95686345.0,714189898.0,714189898.0,Oceania,8057638.0,5107.448871153448,24.306195009384467,-109062661.0,66.66071087440667,62.72296963248486,25.694944931859006,,
French Polynesia,1976,86.89067067,144356,CFP Franc,5604,45568702.0,-8831095.0,54694453.0,108152346.0,706479733.0,239911530.0,250417187.0,259248282.0,466568203.0,300573833.0,39910467.0,408325617.0,738484437.0,70363006.0,110899319.0,808970219.0,808970219.0,Oceania,8722874.0,5603.994423508549,13.271025152472827,-192421487.0,50.524255331085314,35.981956553084245,13.369138128927835,,
French Polynesia,1977,89.33763792,149007,CFP Franc,5841,50762057.0,5937516.0,59652659.0,113381833.0,752545966.0,255555036.0,300291459.0,294353943.0,496990930.0,332001487.0,53367941.0,430388285.0,794520865.0,74164863.0,116891435.0,870355129.0,870355129.0,Oceania,9293626.0,5841.035179555323,7.588030876572982,-218619654.0,51.172596697594685,34.151001558616514,13.027077019729955,,
French Polynesia,1978,82.05628156,153745,CFP Franc,7158,63836126.0,8469185.0,93157629.0,168745833.0,908943860.0,308665771.0,428331316.0,419862130.0,600278089.0,410369139.0,69282290.0,530889087.0,1004678372.0,91483243.0,144186981.0,1100571442.0,1100571442.0,Oceania,11843017.0,7158.421034830401,26.45084808824054,-241623306.0,52.61948019908734,41.12049785498124,15.332565116658733,,
French Polynesia,1979,77.35295294,158563,CFP Franc,8621,77425223.0,32227124.0,108013798.0,221938977.0,1109103530.0,376637450.0,511324569.0,479097445.0,732466080.0,480109188.0,86640763.0,664894828.0,1247907187.0,114575222.0,180582311.0,1367015605.0,1367015605.0,Oceania,15775042.0,8621.277378707517,24.209619914887814,-258170211.0,51.356265607516605,46.226771440166644,16.235292134796076,,
French Polynesia,1980,76.82855951,163591,CFP Franc,9525,82813234.0,-4988384.0,124943431.0,245752297.0,1294797502.0,439696758.0,536055092.0,541043476.0,855100744.0,551100132.0,103251294.0,759890230.0,1422416455.0,130944908.0,206382615.0,1558181177.0,1558181177.0,Oceania,14190742.0,9524.858806413557,13.984154335970445,-305347835.0,51.139908552495626,44.59303903777689,15.771740836527895,,
